Symbol,0.00_0,6.00_0,12.00_0,18.00_0,24.00_0,30.00_0,36.00_0,42.00_0,label
GENE1,-0.019949062968823594,0.6975334152176357,1.5790710543677546,-1.4157490094849432,-0.0824952696116926,0.8741453410941419,0.7737795979420874,-1.8892012774402656,0
GENE2,0.151118733196231,-0.062156466352707544,0.32331673122522026,-0.1680913398774576,-0.5542458988641666,0.26132507485710244,-0.2096242955956914,-0.39269892409978363,0
GENE3,-2.0125604343080488,-0.787557094835937,-0.39726302263928387,-0.4048664017263572,0.03135425463853733,0.7632708848196389,1.0883890596565005,1.7509438036320732,0
GENE4,2.0168738656835643,1.3477639891388309,0.3900198730431583,0.2403405429094519,-0.3658720104223385,-0.5065907749307683,-0.98794736697439,-1.2067994716641186,0
GENE5,-0.06140074038651788,-1.0142564924517996,-0.8114380164530048,1.759801820340607,0.9357453587594129,-1.1996016143496373,0.5989033075154113,1.0101193341300627,1
GENE6,-1.3017581914649812,-0.2235018061752102,-1.754796849620219,0.37437056699400983,1.0567111776433973,0.4830590852160116,1.6663807781127493,-0.796357192540001,0
GENE7,-0.40633859770478664,0.42014708087545216,-0.16060231416180365,0.6996071547378921,-0.33196247773555765,0.6685688835563636,-2.0064924047550603,0.14500764492832355,0
GENE8,0.18350622553594778,-0.12333823957717742,-0.16020239567361347,-0.12729801047293807,0.013850754031494389,-0.26226908392552295,-0.0065423081310088576,0.07586103501938878,0
GENE9,-0.21872055155240788,2.5533370425564628,-0.34865211256645307,-0.42934979625026837,-0.3265712284863529,-0.14219890413890207,-0.2131073171699575,-1.430220899407769,0
GENE10,0.8043595107742765,-0.8955279900847044,-1.1996667964991299,1.0184253339070206,0.7638067973599528,-1.0715848669096386,-0.9743772776003745,1.1410129350582243,1
GENE11,0.16478082774177777,-1.314505718872886,-1.7376581262232256,0.5391859234205695,0.5973325717830086,-0.03793650787509864,1.7143180151623756,0.4324656383822457,0
GENE12,-1.056361303724296,-1.0473865888320744,0.7470961614219672,1.3582367655006164,-0.8741650803816081,-0.883777778043769,0.5451305403827058,1.4097775536268007,1
GENE13,-0.909164134440376,-0.6133229383681142,1.2221115980543789,2.1688265797417765,0.6503424158602786,-0.6855167349815451,-0.34715618271188886,-0.9473043831119601,0
GENE14,-1.601912096035417,-0.828057535551866,-0.7510022155133572,0.11657684693268996,0.30372567838829995,0.6274090240884557,1.0393131418337331,1.8054053443232494,0
GENE15,-0.2667171532005374,0.2574444395230839,0.2873173215220153,1.2657327797257534,-2.554753295127586,0.5920348082423372,1.716344596894717,0.4651278693940941,0
GENE16,0.34987516200076385,0.7836779007719263,-2.1538974781898896,-0.9367382373144177,0.9803120730615094,-0.029666246296569526,-0.12524507621666608,1.0177181274241596,0
GENE17,0.16905605520553157,-1.9710291895957006,2.554787979232695,0.5384545992916707,-0.16655510616401537,-1.0903167487841037,2.0927923831451594,-0.9786806960714455,1
GENE18,1.3099409297486035,0.5361609504441491,-1.735045318579397,-0.31306727330023826,0.7954090342509532,0.6749702678100613,-0.2965164186961927,-1.0141225751847063,0
GENE19,-0.43936570308032646,-0.8064701434414931,2.2766417803183865,-0.016286816884810318,-0.39423423399588897,-0.4379431876448664,0.9879236018557629,-1.1143342038413917,0
GENE20,0.9580292991083299,-1.8248016927198016,-0.018383770286744427,1.1244977857503868,0.18574415855063586,-1.0858222575131131,1.3823395211203695,1.097925773840355,1
GENE21,0.8209233652529916,-1.1689180459168305,0.37096046123548915,-0.5346560695862854,0.8094555356464612,0.4437034591215362,-0.9980376332115496,1.650836799415836,0
GENE22,1.7335150526286187,-0.03487946543591447,-1.511215914667082,-0.46394921130850725,1.2337405695886978,0.8748338354462581,-1.389910028886096,-0.9651730460671081,1
GENE23,0.8087711798240721,-0.2740117238290555,-0.853830992190944,1.8065813718448656,1.1091286512761789,-0.47869366121412965,-1.360970569210096,1.360316913195653,1
GENE24,2.1617265922334488,0.6698873066699553,-0.5717670069234988,-0.6541958861944994,-0.3801279226979286,-0.6622723648283488,-0.9283099992734563,0.5286105052758892,0
GENE25,-0.14307852224733159,-0.7418254747252102,0.25909097544285964,2.012462702952075,-0.21247672110019952,-1.5933393897663117,0.07430502485205726,1.6258949521821462,1
GENE26,-1.0516538440149126,0.20991631978299885,1.6142929625557645,-0.2595564413896385,-1.659466377275418,0.1267939181686052,1.5017689550055886,0.21459018222536846,1
GENE27,-0.06287465107545445,-1.4800932494457117,-0.2454121362645207,2.3816204731140123,0.08834640774846148,-0.9959137190222394,-0.3558217400606412,0.6953079127503279,1
GENE28,1.5400978561736258,1.1970972247520424,1.0371056473086164,0.16981251398169864,0.5586125139618303,-1.0195143221661307,-0.11962319174936209,-1.5491872996392833,0
GENE29,1.2150302972109508,-1.388953496592537,0.5927781068865908,0.2503939749783459,-0.027640028629347828,-0.9872060267874423,-1.0175328016965528,1.6930182067200104,0
GENE30,-0.2746023645696706,-0.36421452765507084,0.015652301538148217,-0.11187882146603015,-0.03580075876643289,-0.07440074191164094,-0.3041818881487447,0.08121619138106544,0
GENE31,0.9820061027681701,0.8437656592485577,-1.4110443769634031,-0.5555165313554733,1.3608214117853823,0.9583983724974106,-1.0898862176714839,-0.2630157361057909,1
GENE32,-1.352365222743188,0.7989741430178146,1.4078804356387422,-0.3442194477701671,-1.6320530962063533,-0.3178114830152583,1.4670170078260971,0.489491289189494,1
GENE33,-0.8223415702450068,0.8011732322378743,-0.11694111054945322,2.179717192680034,0.15369176376875612,-0.37828667256783766,-0.26488063497103254,-0.6919210630025374,0
GENE34,-1.2839619982090238,0.6859160901761853,0.9300452246249544,-0.7762136457278217,-1.28759493836344,0.012614863710934454,1.5292764897655309,0.19899359890990118,1
GENE35,-1.6093594310693886,0.08415685135150287,2.0623504517843427,-0.8615004330231015,-0.5463620134117949,1.0219250891598834,1.3452307409840558,-1.0569084155315442,1
